name	H3K27ac	H3K27me3	ENSID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
MAPK6	0.37640960555776765	-0.1473705482769372	ENSG00000069956	2605.07458434791	7.32822113960368e-4	0.389820920367486	0.00187989426855165	0.998500062270645	0.99974634532845
CHPT1	-0.06627982950015868	-0.10598230669102676	ENSG00000111666	1789.04458505166	-7.74952611649964e-4	0.294105733436179	-0.00263494561155208	0.99789762001077	0.999512825078829
CTNNAL1	0.14356925166097428	-0.22216002478493072	ENSG00000119326	1339.62346925844	8.24111640565903e-4	0.39486575960054	0.00208706787187525	0.998334761976605	0.999716978025079
SLC25A21	0.45198304986575494	-0.3215702851547178	ENSG00000183032	154.883786164766	8.40573402753528e-4	0.405149565009473	0.00207472369551692	0.998344611183013	0.999716978025079
PSMD4	-0.00675359358961134	-0.14545328199154897	ENSG00000159352	3560.04762387318	9.14891171687425e-4	0.31475987493686	0.00290663214893877	0.997680846349995	0.999446406073948
NDUFB9	-0.0011610134901034047	-0.16352831720341895	ENSG00000147684	2394.70385914999	9.56457637307425e-4	0.305956008084549	0.00312612797929797	0.997505714812865	0.999446406073948
INVS	-0.16921324788927794	-0.037192026328592545	ENSG00000119509	1736.13938625276	-9.98985776000704e-4	0.262284056176809	-0.00380879337677802	0.996961029917058	0.999280479295674
PDCD2L	-0.36113462185472817	-0.07642611959182163	ENSG00000126249	170.69413157697699	-0.00101758696710964	0.334630936546666	-0.0030409231663126	0.997573698094434	0.999446406073948
TRIM44	0.4218830010681519	-0.07087524521354646	ENSG00000166326	2724.10840399533	0.001074400801742	0.262312684754039	0.00409587817969774	0.99673197117502	0.999183882785878
ASH2L	0.5230772922551045	-0.1692834203719488	ENSG00000129691	1186.08021187851	0.00111483023192431	0.327238345331989	0.00340678361147834	0.997281785212419	0.999372435190785
EMC3	-0.7370662706524812	-0.08935446215238134	ENSG00000125037	1395.96583024932	0.00119450562843466	0.311162352255561	0.00383885010437766	0.996937048293485	0.999280479295674
GRPEL2	-0.42810035200199303	0.16882440570471935	ENSG00000164284	1159.22405307394	0.0012061634487723	0.283713309387272	0.00425134602030909	0.99660792686579	0.999149454986267
LRRC70	0.18131957609577556	0.010727152163321528	ENSG00000186105	107.380185717219	0.00120840905455864	0.415906251197161	0.00290548423131488	0.997681762251876	0.999446406073948
CEP104	-0.09378137948444515	-0.0741995123177384	ENSG00000116198	1466.93098446617	0.00130133296274647	0.210050694970726	0.00619532805129654	0.995056875020026	0.999149454986267
POLRMT	-0.25767115289247894	-0.13434560415533622	ENSG00000099821	1222.62038608384	0.00135688352067233	0.291022508832483	0.00466246932622441	0.996279901187696	0.999149454986267
IREB2	0.327228682281586	0.04105650256661772	ENSG00000136381	3432.56705950262	0.00137937219958658	0.310538310002131	0.00444187449715019	0.996455908572005	0.999149454986267
XRCC6	0.09646490658818815	-0.05026487921395205	ENSG00000196419	6553.23792997644	-0.00138244162219667	0.321590799140522	-0.00429875987090229	0.996570096432135	0.999149454986267
MTMR2	0.30215764331577355	-0.08288684869848534	ENSG00000087053	2329.61932506259	0.00139604456968733	0.197325211128508	0.00707484138343656	0.994355140380784	0.999042581120776
ILF3-AS1	1.2698440551444963	-0.10236728179317288	ENSG00000267100	645.271971044704	-0.00139682016700791	0.351908670621128	-0.00396926897124327	0.996832989886265	0.999225197685368
SPIDR	0.3665057275705754	-0.04866284956920039	ENSG00000164808	2708.70094113578	-0.00141205316076196	0.265124715785694	-0.00532599594337089	0.995750490156326	0.999149454986267
CEMP1	-0.11608510399017256	-0.16107806069721234	ENSG00000205923	211.941200550902	-0.00141421451515438	0.318759425574318	-0.00443662022732772	0.996460100831466	0.999149454986267
TRIM73	-0.21823681746992074	-0.05348750468923085	ENSG00000178809	198.310929954861	-0.001428394466505	0.4686554641204	-0.00304785620964836	0.997568166351832	0.999446406073948
SDCBP2-AS1	1.4675619523700258	-0.05890457323123856	ENSG00000234684	497.117754043659	-0.00143182022715395	0.333356150445624	-0.0042951666715611	0.996572963363946	0.999149454986267
TBC1D31	-0.10723124068331784	-0.048964987512052104	ENSG00000156787	1082.52934168954	0.00143313871592128	0.263330581177975	0.00544235580049351	0.995657649768584	0.999149454986267
CAPN15	0.740823494357232	-0.057970541345857725	ENSG00000103326	931.408817105304	-0.00150561406458275	0.42144629886974	-0.00357249326573894	0.9971495688429	0.999370550236964
TTC37	-0.18840332789083758	-0.06465303975752218	ENSG00000198677	5828.77031134535	-0.00154018078432644	0.307225752659005	-0.00501318906698526	0.996000070597488	0.999149454986267
CRY1	0.3585416507093306	-0.037233961561189105	ENSG00000008405	2574.24926127656	-0.00160867944793664	0.365186541369143	-0.0044050896342057	0.99648525835907	0.999149454986267
ERMP1	-0.1538238694533866	-8.383350892637279e-5	ENSG00000099219	2185.27706252265	-0.00164489041387385	0.229309355890115	-0.00717323725187242	0.994276633828749	0.999019490752494
DTD2	0.9842020915401836	-0.0938645018084339	ENSG00000129480	924.97042532706	0.00164663523350081	0.38069603049468	0.00432532808750633	0.996548898259377	0.999149454986267
VPS33A	-0.164044512460053	-0.04250410490184502	ENSG00000139719	1196.48245835593	0.00164716030997331	0.322233072794188	0.00511170469154593	0.995921467508926	0.999149454986267
CKAP5	0.5459848151212799	-0.13575777465381814	ENSG00000175216	9899.2997427201	0.00166169203167316	0.31679098671555	0.00524538923566411	0.99581480410546	0.999149454986267
NFYB	0.36195994299279055	-0.10239525391834794	ENSG00000120837	1554.84749115986	0.00173793145973931	0.335125163498025	0.00518591752883862	0.995862255016724	0.999149454986267
EMILIN2	0.7858658802169054	-2.076537793807073	ENSG00000132205	972.343330126407	0.00181943222510724	0.539433020807755	0.00337286030874194	0.997308851936411	0.999372435190785
KCNN2	-0.16709131013235798	0.01250743396703913	ENSG00000080709	462.869015837673	0.0018518896619259	0.621730747062438	0.00297860395464714	0.997623421406041	0.999446406073948
RBM41	-0.05509626066919368	0.14201615464543546	ENSG00000089682	872.672442664984	-0.00188731046677351	0.28130154679523	-0.00670920756844384	0.994646867026459	0.99912557914285
XRCC1	0.4476983178689792	-0.03491444747608023	ENSG00000073050	1018.19676611099	0.00190789217060307	0.330414447374079	0.00577423955207095	0.995392849012857	0.999149454986267
KDM5A	0.4442707886893171	-0.008645627602832785	ENSG00000073614	8264.73492272282	0.00191125241097004	0.213808936390449	0.00893906701579484	0.992867751426243	0.99857543360901
OPA3	0.7652076112086463	-6.312633338069842e-4	ENSG00000125741	644.463536297436	-0.0019361889714189	0.325606876293846	-0.0059464007439191	0.995255486614844	0.999149454986267
IMMP2L	0.9710237346532105	-0.02672788672761895	ENSG00000184903	630.0531360396	0.00194983800461347	0.387213840079581	0.00503555865723378	0.995982222472081	0.999149454986267
UBE2E3	0.08854907431961813	-0.1642599876143775	ENSG00000170035	2354.07248280831	0.00196759084985489	0.318337289392354	0.00618083685266859	0.995068437102307	0.999149454986267
LAMP5	0.11700434152251762	-0.3610457444052354	ENSG00000125869	522.098427074982	-0.00209735676607835	0.478441223411454	-0.00438372920945954	0.996502301347629	0.999149454986267
SCAF1	-0.08517134113141289	0.07415209225853056	ENSG00000126461	1889.69384790786	0.00211076879812227	0.480010421631107	0.00439733952223317	0.996491441993866	0.999149454986267
RAB39B	0.21224522139996585	0.24202710802383165	ENSG00000155961	847.191555783952	0.00211655507608628	0.343677780441407	0.00615854499923695	0.995086223089476	0.999149454986267
TNRC6A	0.04968129195551975	-0.18554153863958978	ENSG00000090905	5785.0626244753	-0.00213306111676899	0.318985918371595	-0.00668700714958874	0.994664580000559	0.99912557914285
RIT1	-0.43161972727299486	-0.12927414067201326	ENSG00000143622	2337.81536141787	0.0021429974396413	0.282315176195419	0.0075907978753431	0.993943477734161	0.998944514627163
FAM86C1	-0.8108318111131714	-0.11670045918293562	ENSG00000158483	176.893441527869	0.00214756903637194	0.374574065126326	0.00573336286816245	0.995425463347968	0.999149454986267
CCDC43	-0.2373047423839614	-0.07182575979369522	ENSG00000180329	948.207999457811	0.00215823293695307	0.375781977681757	0.00574331145486929	0.995417525654923	0.999149454986267
GID8	0.8635718474082897	0.008676609334046145	ENSG00000101193	1387.56280898391	-0.00219109714241829	0.260649394395209	-0.00840630053065093	0.993292821588005	0.998672310933469
TUBG1	-0.4183290733045156	-0.20439897751734543	ENSG00000131462	903.990424600632	0.00221993786929979	0.334186909679164	0.00664280318888327	0.994699848874982	0.99912557914285
FRRS1	0.0015539229509841886	-0.002808488637041894	ENSG00000156869	169.745215067015	0.00222463727853679	0.637335665836761	0.0034905268883957	0.997214968142051	0.999370550236964
B3GALT4	0	0	ENSG00000235863	130.090368054198	0.0022626855849221	0.484685437231945	0.00466835892129207	0.996275202021864	0.999149454986267
KCNMB2	-0.10334490311073773	-0.5161355747300553	ENSG00000197584	267.957729367715	0.00239496162600185	0.569008730393887	0.00420900681847883	0.996641708358994	0.999153345929561
MAMDC2-AS1	-0.02317580644527583	-0.020852547979416734	ENSG00000204706	171.237157784591	0.0024014278346429	0.512570300766117	0.00468507018657457	0.996261868507117	0.999149454986267
PRDM10	1.0258997225358661	-0.08185609858560791	ENSG00000170325	728.151644698571	0.0024191374350068	0.247949314261144	0.00975658046167823	0.992215498585826	0.998385626957428
ITGAV	0.0035518446239745744	-0.12336088671881684	ENSG00000138448	19788.2362812685	-0.00243852540144485	0.376532433140981	-0.00647626920502708	0.994832720910788	0.999149454986267
MRPS21	0.3325816432753668	-0.15887709744428455	ENSG00000187145	1835.20661677793	-0.00246458897130745	0.303827224689718	-0.00811181082875111	0.993527782359908	0.99878720515276
KRTCAP2	-0.09960333387265602	-0.2658801591250496	ENSG00000163463	1167.34573669589	0.00246532860126408	0.325246115127091	0.00757988638942158	0.993952183589853	0.998944514627163
METTL6	-0.11147867019483636	-0.10003815327478469	ENSG00000206562	1227.3006482701	-0.00252898482118781	0.219602599820244	-0.0115161879834661	0.990811614507045	0.998385626957428
MTR	0.2661040663706571	-0.27046834247725055	ENSG00000116984	5646.61054944008	0.00254089195534676	0.220384682115584	0.0115293491859573	0.990801114083891	0.998385626957428
ATF5	0.13360434197440296	-0.06625583044815131	ENSG00000169136	433.798119746775	-0.0026002207887651	0.386396693748328	-0.00672940744792891	0.994630750218322	0.99912557914285
EXOC4	0.19476074961899023	0.00704530310080863	ENSG00000131558	5196.19695955662	0.00261106965120914	0.314686254401947	0.00829737433613493	0.993379729085743	0.998702630063207
EPG5	-0.05233224638547213	-0.017640730249785633	ENSG00000152223	3506.91902816292	-0.00263991711156712	0.256182439964819	-0.0103048324152493	0.991778078828183	0.998385626957428
H3F3B	-0.04619285334504387	-0.18365957307783518	ENSG00000132475	20322.6056227349	0.0026461996247352	0.394378573462338	0.00670979561973566	0.994646397839973	0.99912557914285
COA4	0.5217834117867876	-0.13509316614736172	ENSG00000181924	1077.91077532913	-0.00265136826481775	0.304978700682709	-0.00869361781292443	0.993063583944211	0.99866907247531
NDEL1	0.29152040717887034	-0.09312566676374703	ENSG00000166579	1582.91715089373	0.00265999950055888	0.235330582513541	0.0113032461490882	0.990981506449957	0.998385626957428
GTF2H1	0.9989323512222057	-0.04360784033441789	ENSG00000110768	1871.54384298081	0.00270760789089734	0.269650821078716	0.0100411631608084	0.991988445569154	0.998385626957428
TCTEX1D2	0.04026845759917833	-0.1085432979149808	ENSG00000213123	279.996236119708	0.00274550553140844	0.305095073581975	0.0089988523877976	0.99282005151955	0.99857543360901
TARS2	-0.07645011973547587	-0.057295867905400595	ENSG00000143374	1059.39004858052	0.00278342003152755	0.279320609457247	0.00996496476552898	0.992049240050628	0.998385626957428
LRPAP1	0.01905800354946141	5.476319636001988e-5	ENSG00000163956	3194.00307455657	-0.00281991058164052	0.289093643662812	-0.00975431540421401	0.992217305754211	0.998385626957428
ZNF517	-0.5804393453659111	0.22017329911566758	ENSG00000197363	472.770493571439	-0.00287106075956197	0.270395720410261	-0.0106179963026257	0.991528223871051	0.998385626957428
HNRNPL	0.3438164807858901	-0.08282545182735505	ENSG00000104824	7404.03445721014	0.00287271659531069	0.334499815988304	0.00858809619019682	0.993147774874685	0.998672310933469
RNPC3	0.2471939561363287	-0.12969635717357708	ENSG00000185946	1987.83840203221	0.00292621314900583	0.409309297232	0.00714914899024936	0.994295852987983	0.999019490752494
UBE4B	-0.5417313298821395	-0.17320361588664115	ENSG00000130939	2809.62273841487	-0.00293008822697236	0.251354045659392	-0.011657215300775	0.990699098540987	0.998385626957428
BOP1	0.6146914958196068	-0.02293107047739234	ENSG00000170727	1229.06571204196	0.00298218738984411	0.406202591376206	0.00734162571376149	0.99414228281315	0.998982260559997
ZNF454	-0.3915348876155385	-0.524525683074295	ENSG00000178187	315.05179793715	0.00298945073105484	0.360453317427995	0.00829358639944277	0.993382751317958	0.998702630063207
NEK1	-0.13751770901765936	-0.09770192710634953	ENSG00000137601	2360.78873589245	0.00299229108100332	0.262510159920854	0.0113987629351393	0.990905299990679	0.998385626957428
PMEL	-0.004083648201609557	0.02698471557593054	ENSG00000185664	174.325834047956	-0.00303900155804555	0.313725770266071	-0.00968680881863217	0.992271165671935	0.998385626957428
RTN3	-0.2570199327082243	-0.13458933745094762	ENSG00000133318	10532.9739926418	0.00305218187754274	0.298459722446638	0.0102264448030787	0.991840619798201	0.998385626957428
TSPYL1	0.1988752614004126	-0.1657212853676963	ENSG00000189241	3809.30306981289	-0.00314401619750566	0.354965871305583	-0.00885723516444496	0.99293304121222	0.998580988507766
GPR157	-0.30663647599788824	0.6396485560295541	ENSG00000180758	128.567042811244	0.00315157866993179	0.57388325797454	0.00549167208859681	0.995618301651742	0.999149454986267
LZTS1	0.11083439383196543	-0.09823148941671404	ENSG00000061337	1449.92557940766	-0.00316635530232404	0.60473176509963	-0.00523596656412182	0.995822322206363	0.999149454986267
DIS3	0.04178138058020653	-0.11036235099247323	ENSG00000083520	2589.33023376426	0.00317491790036538	0.311964382970731	0.0101771807093224	0.991879924812581	0.998385626957428
TMEM41B	0.36356206181916106	-0.08200554544228889	ENSG00000166471	1967.14168191174	0.00320769459900594	0.290518556724713	0.0110412726648834	0.991190518002993	0.998385626957428
CLDN15	-0.1183712527348147	0.003921048475004061	ENSG00000106404	315.069557629378	-0.00323723636247876	0.576747518602967	-0.00561291771193084	0.995521563132016	0.999149454986267
CACNA1G	-0.21880094393970406	1.1935646541792218	ENSG00000006283	1165.35889657968	0.00323738617115225	0.474430200349979	0.00682373543835128	0.994555489099227	0.99912557914285
GNPAT	0.13316828677230308	-0.13071296211694666	ENSG00000116906	3122.3215154898	-0.00323988823965576	0.310151543922283	-0.0104461457733952	0.99166533315032	0.998385626957428
TAF1	0.3484368394851543	0.1015778036620599	ENSG00000147133	4388.69270210991	-0.00324752811600746	0.279865686935987	-0.0116038809600487	0.990741650309929	0.998385626957428
STAU2	-0.13471757992660652	-0.045946041234063706	ENSG00000040341	2724.36085080276	0.00326435017018376	0.304257170416527	0.010728917795807	0.991439726365307	0.998385626957428
RAB6A	-0.3026264404423678	-0.10165232456792006	ENSG00000175582	6261.43135778723	0.00328459715425537	0.274821275605212	0.011951757181179	0.99046410449625	0.998385626957428
SOCS7	-0.38026843620098394	-0.008882902613459852	ENSG00000174111	809.956311120497	-0.00330988368549533	0.176968277076134	-0.0187032599298652	0.985077827662672	0.997688437315575
ECI1	-0.12846513242853663	-0.08013732870693882	ENSG00000167969	662.851614296053	-0.00332906687473739	0.312993473184776	-0.0106362181960647	0.991513685724567	0.998385626957428
SUPT5H	0.6105448451473952	-0.10793295092117743	ENSG00000196235	4925.38412154552	-0.00334626754165767	0.287386059140177	-0.0116438060762908	0.990709796828087	0.998385626957428
ATP6V1B2	-0.11252438660788446	0.4543305713356639	ENSG00000147416	4684.03562389367	0.00336696139976925	0.285987441080983	0.0117731092912427	0.990606634860662	0.998385626957428
GRID2	-0.023925774165844595	-0.5650738296427572	ENSG00000152208	3368.07605557361	0.00337191341809594	0.295935440130468	0.0113940845226559	0.990909032581369	0.998385626957428
DYNC1I2	-0.08598862922041217	0.24744346458009603	ENSG00000077380	5779.65433286214	-0.00338976809951395	0.312180813421528	-0.0108583486036884	0.991336461537559	0.998385626957428
FAM98B	-0.10444723310279198	0.2244652650650501	ENSG00000171262	1095.21923850955	-0.00339133484528075	0.26750912605344	-0.0126774547669199	0.989885125512086	0.998385626957428
HSD17B1	-0.11407214797554623	-0.16615114470364048	ENSG00000108786	780.376448891206	0.00341615339575045	0.346674137172115	0.00985407629082643	0.992137711908506	0.998385626957428
HEXB	0.7261566117883406	-0.07329407582454966	ENSG00000049860	1735.26428783398	0.00345142658914343	0.348901094805961	0.00989227789916485	0.992107232920593	0.998385626957428
VANGL1	-0.2804095020823917	-0.007768345074617889	ENSG00000173218	838.199955353755	0.00354379103459473	0.348199739252709	0.0101774660779479	0.991879697133152	0.998385626957428
KLF12	0.5825585873550042	-0.22190361155327665	ENSG00000118922	5697.86216004057	-0.00360398647693206	0.341721075931042	-0.0105465735969394	0.991585207754445	0.998385626957428
C3orf62	-0.37160480446752797	-0.15909003926432705	ENSG00000188315	408.482026619867	0.00360705267951785	0.221066858266707	0.0163165691492576	0.986981839031527	0.99815341483801
HNRNPA2B1	0.052751727553017075	-0.04000032207694365	ENSG00000122566	21306.7425469978	0.00361369910197285	0.35319213844611	0.0102315388951508	0.991836555513419	0.998385626957428
XPO4	0.3478243991800999	-0.07042218427683027	ENSG00000132953	2513.2776810192	-0.00362119355919355	0.281760391636635	-0.0128520319629011	0.989745844410523	0.998385626957428
NDUFA12	-0.3214976666948257	-0.08631853498301857	ENSG00000184752	829.984269475788	-0.00365947230180259	0.379888821580737	-0.0096330086433587	0.992314089998385	0.998385626957428
BMS1P5	-0.40439515243009194	0	ENSG00000204164	294.97162254758	0.00374713772516346	0.403154993646448	0.00929453382499725	0.9925841417353	0.998410393432671
USP49	0.005234569812447726	-0.14017200530744583	ENSG00000164663	1556.8881991577	0.00382823790654336	0.283636910284233	0.0134969666067335	0.989231305679919	0.998385626957428
GABRA4	-0.021807097394670273	0.37261142296289	ENSG00000109158	108.112050372826	0.00389587497088947	0.837746830373017	0.00465042042493289	NA	NA
MCM3AP-AS1	-0.45505032103104387	-0.16986441574548616	ENSG00000215424	1859.78117257355	0.00391723464889783	0.27762200992333	0.0141099570959076	0.98874225663318	0.998302249445684
DDX51	0.5996493695438141	-0.11860340120775027	ENSG00000185163	752.92068285097	-0.00393411863005035	0.31544333612865	-0.0124717126008516	0.990049271031738	0.998385626957428
COQ5	-0.3140587927509603	-0.07370586884038195	ENSG00000110871	760.172376610224	-0.0039953070806852	0.290752275693379	-0.0137412753559961	0.989036393578329	0.998385626957428
ACACA	-0.451093157130203	-0.018778794695385834	ENSG00000132142	6355.7908152384	0.00407778844620288	0.238821936180701	0.0170745975491862	0.986377104177578	0.99806985376255
GOLGB1	-0.16265801619718004	-0.005867943393871245	ENSG00000173230	9771.92017477402	-0.00410568096879042	0.305642966261888	-0.0134329313021799	0.989282393829285	0.998385626957428
ZNF77	0.015551073767349922	0.011392350859539511	ENSG00000175691	310.694307401575	-0.00412008485976571	0.285007033755758	-0.0144560813305979	0.988466117619836	0.998285848691
SPNS1	0.4450703620634622	-0.17268194479565122	ENSG00000169682	958.484217051586	0.00412983662061172	0.410773376268156	0.0100538079126037	0.991978357026163	0.998385626957428
PRDX3	-0.4456314214084636	-0.21504369419787361	ENSG00000165672	2303.67700123403	-0.00418414694723461	0.334957573350497	-0.0124915729039402	0.990033426036836	0.998385626957428
NCKAP1	0.29469308216483947	-0.4885723298563468	ENSG00000061676	15541.153881585	0.00424614963545499	0.286350264217592	0.0148285165618999	0.988168989154019	0.998277085045305
RAB3GAP1	-0.05316471825260852	0.028409058229823227	ENSG00000115839	3765.93604049167	0.00425776175077267	0.2336250751287	0.0182247635380198	0.985459547469032	0.997731138864571
ATG2A	-0.18171398729472366	-0.05864348099223479	ENSG00000110046	1411.81873021737	-0.00436399770037431	0.353189168432659	-0.0123559782983729	0.990141606529901	0.998385626957428
NET1	0.06759540324868246	0.006059345265507588	ENSG00000173848	1751.78536153123	-0.00437332339933356	0.4516605618064	-0.00968276570759825	0.992274391456522	0.998385626957428
ZNF746	0.05290417004496245	0.4199574132178422	ENSG00000181220	1229.23026064226	0.00439134311235624	0.310340408808004	0.014150084834982	0.988710242525803	0.998302249445684
SNRNP48	-0.15580461361850784	-0.45588378684997083	ENSG00000168566	847.360734682181	0.00440037374992466	0.334530830166736	0.0131538661107302	0.989505035963368	0.998385626957428
TMEM19	-0.27043918608595213	0.013099471274174615	ENSG00000139291	1674.17245666271	0.00454223375070308	0.363269192323895	0.0125037681330631	0.990023696411677	0.998385626957428
AGO3	0.21757038438571466	-0.02600119278124011	ENSG00000126070	6637.66517304727	-0.00455986707442595	0.283707101214004	-0.0160724460364719	0.987176595553371	0.998171465433661
CIR1	-0.2869591868448072	-0.039733547913766765	ENSG00000138433	1042.84645356024	-0.0047407173392113	0.320800502707433	-0.014777774034646	0.988209471397344	0.998277085045305
HERPUD1	0.5937710650074208	-0.12667945862668784	ENSG00000051108	2330.61752640033	0.0048519969440897	0.264099223289099	0.0183718713128453	0.985342192095432	0.997711526219067
ZNF460	1.3369926036167845	-0.1303360313892925	ENSG00000197714	5820.08473617286	-0.00489543634017602	0.241615947123411	-0.0202612302642241	0.983834983200454	0.997113517898347
HHIP	0.33378560350433023	-0.3858076718864961	ENSG00000164161	565.696350600713	-0.00499176644519521	0.423076492123155	-0.0117987327070447	0.990586191752704	0.998385626957428
FAM162B	0.10804511688966574	0.12314719132503489	ENSG00000183807	235.337898888836	-0.00500828895988261	0.537084338715263	-0.00932495810967552	0.992559867720236	0.998410393432671
RNF146	0.5997072768718625	-0.004585377394313173	ENSG00000118518	2101.90479920532	0.00504644573450762	0.311560116060113	0.016197341939409	0.987076956011439	0.998171465433661
LINC00893	-0.20462058107455638	-0.0038454256378386963	ENSG00000241769	185.429346944359	0.00504778058670111	0.426558664573109	0.0118337312213616	0.990558268927888	0.998385626957428
SMCR8	0.3405491594294095	-0.069618320412058	ENSG00000176994	848.400816637068	-0.00511962524987501	0.305495661463185	-0.016758422117533	0.986629339578478	0.998126013031621
ATP6AP2	0.18013014131688468	0.27879526797167764	ENSG00000182220	4179.17051608913	-0.00527946396736629	0.318516246097544	-0.0165751795459421	0.986775525691664	0.998126013031621
UBE2G2	-0.1789749465297982	-0.04021453233176883	ENSG00000184787	3567.03222055017	-0.00533012896846593	0.241389141310963	-0.0220810635454374	0.982383291895569	0.996922369605734
GFM2	0.27189132677097	-0.10865498423558681	ENSG00000164347	1406.80074434408	-0.00534716316192126	0.249708140521805	-0.0214136517565968	0.982915683536152	0.996971074433797
ZNF407	0.13634883631518696	-0.11608477091608309	ENSG00000215421	1988.2754044859	0.00539355045532237	0.247958547396233	0.0217518230847819	0.982645924691887	0.996936461107694
MCM5	-0.15535190367133803	-0.1884668205028838	ENSG00000100297	1210.8377383955701	-0.0054520507993801	0.319766305872652	-0.0170501103438691	0.98639663929686	0.99806985376255
CHEK2	-0.3225223753826469	0.07335710479615595	ENSG00000183765	307.982351937878	-0.005455170239657	0.282069711156353	-0.0193397944688686	0.984570038462227	0.997528573809824
STOX2	0.3286012247969557	0.28853968903874255	ENSG00000173320	3561.22410293917	-0.0054757047705573	0.290213665492826	-0.0188678391875818	0.984946535582386	0.997688437315575
CELSR2	0.1680015978181333	-0.21359649762762242	ENSG00000143126	8567.94550469044	0.00549780632951492	0.374694269163089	0.0146727793349889	0.988293235965142	0.998285848691
CYB561	0.5931528174107515	0.16925396472081503	ENSG00000008283	699.641568011147	0.00553871068243667	0.383841649439626	0.0144296761191045	0.988487183733134	0.998285848691
FH	-0.19035402077358107	-0.2312239389377542	ENSG00000091483	1663.08774574677	-0.00556662091887495	0.406947146334458	-0.0136789776486107	0.989086095285843	0.998385626957428
NUDT7	-0.32118718522738016	-0.16149120698072314	ENSG00000140876	124.026437111753	-0.00558567115949388	0.384381587996826	-0.0145315783427691	0.988405886046241	0.998285848691
FARS2	1.4302918203741644	-0.07887519313431908	ENSG00000145982	578.722647731467	0.00562604755604742	0.214309218090563	0.0262520091584206	0.979056332847548	0.996204791963115
HNRNPUL1	0.6488248434367083	-0.06330091954462541	ENSG00000105323	7194.66331442733	0.00569337850567684	0.32202993776982	0.0176796559509518	0.985894410311503	0.997901107298399
CD99P1	0	0	ENSG00000223773	283.507033271063	0.00571335086133273	0.525553264714784	0.0108711166782179	0.991326274689279	0.998385626957428
MKL2	0.2213431199467467	-0.1457574737936717	ENSG00000186260	3623.41441730503	0.00571461177969653	0.369599662302934	0.0154616260850711	0.987663898779034	0.99824605786479
