id	Norm_expression	gene_symbol	Group	Hox_cluster
ENST00000470495:HOXB3	737.0159289231327	HOXB3	HGG-H3.1/2K27M-Pons	HOXB
ENST00000332503:HOXB4	183.30714778972057	HOXB4	HGG-H3.1/2K27M-Pons	HOXB
ENST00000239151:HOXB5	15.1493510570017	HOXB5	HGG-H3.1/2K27M-Pons	HOXB
ENST00000484302:HOXB6	9.089610634201021	HOXB6	HGG-H3.1/2K27M-Pons	HOXB
ENST00000239165:HOXB7	3.02987021140034	HOXB7	HGG-H3.1/2K27M-Pons	HOXB
ENST00000239144:HOXB8	0	HOXB8	HGG-H3.1/2K27M-Pons	HOXB
ENST00000311177:HOXB9	0	HOXB9	HGG-H3.1/2K27M-Pons	HOXB
ENST00000290295:HOXB13	0	HOXB13	HGG-H3.1/2K27M-Pons	HOXB
ENST00000392539:HOXD13	0	HOXD13	HGG-H3.1/2K27M-Pons	HOXD
ENST00000406506:HOXD12	0	HOXD12	HGG-H3.1/2K27M-Pons	HOXD
ENST00000249504:HOXD11	0	HOXD11	HGG-H3.1/2K27M-Pons	HOXD
ENST00000249501:HOXD10	0	HOXD10	HGG-H3.1/2K27M-Pons	HOXD
ENST00000249499:HOXD9	1.9978361258584176	HOXD9	HGG-H3.1/2K27M-Pons	HOXD
ENST00000313173:HOXD8	44.61834014417133	HOXD8	HGG-H3.1/2K27M-Pons	HOXD
ENST00000468418:HOXD3	175.1436337002546	HOXD3	HGG-H3.1/2K27M-Pons	HOXD
ENST00000306324:HOXD4	74.58588203204759	HOXD4	HGG-H3.1/2K27M-Pons	HOXD
ENST00000331462:HOXD1	11.987016755150506	HOXD1	HGG-H3.1/2K27M-Pons	HOXD
ENST00000343060:HOXA1	21.310252009156454	HOXA1	HGG-H3.1/2K27M-Pons	HOXA
ENST00000222718:HOXA2	93.89829791534564	HOXA2	HGG-H3.1/2K27M-Pons	HOXA
ENST00000396352:HOXA3	85.24100803662581	HOXA3	HGG-H3.1/2K27M-Pons	HOXA
ENST00000360046:HOXA4	14.650798256295063	HOXA4	HGG-H3.1/2K27M-Pons	HOXA
ENST00000222726:HOXA5	18.646470508011898	HOXA5	HGG-H3.1/2K27M-Pons	HOXA
ENST00000521478:HOXA6	0	HOXA6	HGG-H3.1/2K27M-Pons	HOXA
ENST00000242159:HOXA7	0	HOXA7	HGG-H3.1/2K27M-Pons	HOXA
ENST00000343483:HOXA9	0	HOXA9	HGG-H3.1/2K27M-Pons	HOXA
ENST00000283921:HOXA10	0	HOXA10	HGG-H3.1/2K27M-Pons	HOXA
ENST00000006015:HOXA11	0	HOXA11	HGG-H3.1/2K27M-Pons	HOXA
ENST00000222753:HOXA13	1.3318907505722783	HOXA13	HGG-H3.1/2K27M-Pons	HOXA
ENST00000508190:HOXC9	0	HOXC9	HGG-H3.1/2K27M-Pons	HOXC
ENST00000243056:HOXC13	0	HOXC13	HGG-H3.1/2K27M-Pons	HOXC
ENST00000243103:HOXC12	0	HOXC12	HGG-H3.1/2K27M-Pons	HOXC
ENST00000243082:HOXC11	1.3318907505722783	HOXC11	HGG-H3.1/2K27M-Pons	HOXC
ENST00000303460:HOXC10	0	HOXC10	HGG-H3.1/2K27M-Pons	HOXC
ENST00000040584:HOXC8	0	HOXC8	HGG-H3.1/2K27M-Pons	HOXC
ENST00000394331:HOXC6	2.6637815011445567	HOXC6	HGG-H3.1/2K27M-Pons	HOXC
ENST00000312492:HOXC5	5.327563002289113	HOXC5	HGG-H3.1/2K27M-Pons	HOXC
ENST00000609810:HOXC4	20.644306633870315	HOXC4	HGG-H3.1/2K27M-Pons	HOXC
ENST00000239174:HOXB1	0	HOXB1	HGG-H3.1/2K27M-Pons	HOXB
ENST00000330070:HOXB2	246.39978885587152	HOXB2	HGG-H3.1/2K27M-Pons	HOXB
ENST00000470495:HOXB3	151.1696001899536	HOXB3	HGG-H3.1/2K27M-Pons	HOXB
ENST00000332503:HOXB4	11.987016755150506	HOXB4	HGG-H3.1/2K27M-Pons	HOXB
ENST00000239151:HOXB5	15.982689006867341	HOXB5	HGG-H3.1/2K27M-Pons	HOXB
ENST00000484302:HOXB6	1.3318907505722783	HOXB6	HGG-H3.1/2K27M-Pons	HOXB
ENST00000239165:HOXB7	0	HOXB7	HGG-H3.1/2K27M-Pons	HOXB
ENST00000239144:HOXB8	0	HOXB8	HGG-H3.1/2K27M-Pons	HOXB
ENST00000311177:HOXB9	2.6637815011445567	HOXB9	HGG-H3.1/2K27M-Pons	HOXB
ENST00000290295:HOXB13	0	HOXB13	HGG-H3.1/2K27M-Pons	HOXB
ENST00000392539:HOXD13	0	HOXD13	HGG-H3.3K27M-Pons	HOXD
ENST00000406506:HOXD12	0	HOXD12	HGG-H3.3K27M-Pons	HOXD
ENST00000249504:HOXD11	0	HOXD11	HGG-H3.3K27M-Pons	HOXD
ENST00000249501:HOXD10	0	HOXD10	HGG-H3.3K27M-Pons	HOXD
ENST00000249499:HOXD9	0	HOXD9	HGG-H3.3K27M-Pons	HOXD
ENST00000313173:HOXD8	123.57784035559327	HOXD8	HGG-H3.3K27M-Pons	HOXD
ENST00000468418:HOXD3	577.3114034522491	HOXD3	HGG-H3.3K27M-Pons	HOXD
ENST00000306324:HOXD4	213.03344121001527	HOXD4	HGG-H3.3K27M-Pons	HOXD
ENST00000331462:HOXD1	111.58894539572228	HOXD1	HGG-H3.3K27M-Pons	HOXD
ENST00000343060:HOXA1	47.95557983948395	HOXA1	HGG-H3.3K27M-Pons	HOXA
ENST00000222718:HOXA2	1354.7451304654217	HOXA2	HGG-H3.3K27M-Pons	HOXA
ENST00000396352:HOXA3	825.3893068526565	HOXA3	HGG-H3.3K27M-Pons	HOXA
ENST00000360046:HOXA4	411.311319392497	HOXA4	HGG-H3.3K27M-Pons	HOXA
ENST00000222726:HOXA5	618.8114244671872	HOXA5	HGG-H3.3K27M-Pons	HOXA
ENST00000521478:HOXA6	197.35565549326088	HOXA6	HGG-H3.3K27M-Pons	HOXA
ENST00000242159:HOXA7	245.31123533274484	HOXA7	HGG-H3.3K27M-Pons	HOXA
ENST00000343483:HOXA9	343.9890630793753	HOXA9	HGG-H3.3K27M-Pons	HOXA
ENST00000283921:HOXA10	13.833340338312679	HOXA10	HGG-H3.3K27M-Pons	HOXA
ENST00000006015:HOXA11	0	HOXA11	HGG-H3.3K27M-Pons	HOXA
ENST00000222753:HOXA13	0	HOXA13	HGG-H3.3K27M-Pons	HOXA
ENST00000508190:HOXC9	0	HOXC9	HGG-H3.3K27M-Pons	HOXC
ENST00000243056:HOXC13	0	HOXC13	HGG-H3.3K27M-Pons	HOXC
ENST00000243103:HOXC12	0	HOXC12	HGG-H3.3K27M-Pons	HOXC
ENST00000243082:HOXC11	0	HOXC11	HGG-H3.3K27M-Pons	HOXC
ENST00000303460:HOXC10	0	HOXC10	HGG-H3.3K27M-Pons	HOXC
ENST00000040584:HOXC8	0	HOXC8	HGG-H3.3K27M-Pons	HOXC
ENST00000394331:HOXC6	5.533336135325071	HOXC6	HGG-H3.3K27M-Pons	HOXC
ENST00000312492:HOXC5	1.8444453784416905	HOXC5	HGG-H3.3K27M-Pons	HOXC
ENST00000609810:HOXC4	443.5891135152266	HOXC4	HGG-H3.3K27M-Pons	HOXC
ENST00000239174:HOXB1	0	HOXB1	HGG-H3.3K27M-Pons	HOXB
ENST00000330070:HOXB2	373.50018913444234	HOXB2	HGG-H3.3K27M-Pons	HOXB
ENST00000470495:HOXB3	241.62234457586146	HOXB3	HGG-H3.3K27M-Pons	HOXB
ENST00000332503:HOXB4	5.533336135325071	HOXB4	HGG-H3.3K27M-Pons	HOXB
ENST00000239151:HOXB5	0	HOXB5	HGG-H3.3K27M-Pons	HOXB
ENST00000484302:HOXB6	0.9222226892208453	HOXB6	HGG-H3.3K27M-Pons	HOXB
ENST00000239165:HOXB7	2.7666680676625357	HOXB7	HGG-H3.3K27M-Pons	HOXB
ENST00000239144:HOXB8	1.8444453784416905	HOXB8	HGG-H3.3K27M-Pons	HOXB
ENST00000311177:HOXB9	0	HOXB9	HGG-H3.3K27M-Pons	HOXB
ENST00000290295:HOXB13	0	HOXB13	HGG-H3.3K27M-Pons	HOXB
ENST00000392539:HOXD13	0	HOXD13	HGG-H3.1/2K27M-Pons	HOXD
ENST00000406506:HOXD12	0	HOXD12	HGG-H3.1/2K27M-Pons	HOXD
ENST00000249504:HOXD11	0	HOXD11	HGG-H3.1/2K27M-Pons	HOXD
ENST00000249501:HOXD10	11.46827384934991	HOXD10	HGG-H3.1/2K27M-Pons	HOXD
ENST00000249499:HOXD9	191.13789748916517	HOXD9	HGG-H3.1/2K27M-Pons	HOXD
ENST00000313173:HOXD8	198.7834133887318	HOXD8	HGG-H3.1/2K27M-Pons	HOXD
ENST00000468418:HOXD3	1135.3591110856412	HOXD3	HGG-H3.1/2K27M-Pons	HOXD
ENST00000306324:HOXD4	428.14889037573	HOXD4	HGG-H3.1/2K27M-Pons	HOXD
ENST00000331462:HOXD1	30.582063598266426	HOXD1	HGG-H3.1/2K27M-Pons	HOXD
ENST00000343060:HOXA1	42.050337447616336	HOXA1	HGG-H3.1/2K27M-Pons	HOXA
ENST00000222718:HOXA2	351.6937313800639	HOXA2	HGG-H3.1/2K27M-Pons	HOXA
ENST00000396352:HOXA3	263.7702985350479	HOXA3	HGG-H3.1/2K27M-Pons	HOXA
ENST00000360046:HOXA4	42.050337447616336	HOXA4	HGG-H3.1/2K27M-Pons	HOXA
ENST00000222726:HOXA5	145.26480209176552	HOXA5	HGG-H3.1/2K27M-Pons	HOXA
ENST00000521478:HOXA6	141.44204414198222	HOXA6	HGG-H3.1/2K27M-Pons	HOXA
ENST00000242159:HOXA7	91.74619079479928	HOXA7	HGG-H3.1/2K27M-Pons	HOXA
ENST00000343483:HOXA9	613.5526509402202	HOXA9	HGG-H3.1/2K27M-Pons	HOXA
ENST00000283921:HOXA10	651.7802304380532	HOXA10	HGG-H3.1/2K27M-Pons	HOXA
ENST00000006015:HOXA11	309.64339393244757	HOXA11	HGG-H3.1/2K27M-Pons	HOXA
ENST00000222753:HOXA13	399.4782057523552	HOXA13	HGG-H3.1/2K27M-Pons	HOXA
ENST00000508190:HOXC9	0	HOXC9	HGG-H3.1/2K27M-Pons	HOXC
ENST00000243056:HOXC13	0	HOXC13	HGG-H3.1/2K27M-Pons	HOXC
ENST00000243103:HOXC12	0	HOXC12	HGG-H3.1/2K27M-Pons	HOXC
ENST00000243082:HOXC11	0	HOXC11	HGG-H3.1/2K27M-Pons	HOXC
ENST00000303460:HOXC10	0	HOXC10	HGG-H3.1/2K27M-Pons	HOXC
ENST00000040584:HOXC8	0	HOXC8	HGG-H3.1/2K27M-Pons	HOXC
ENST00000394331:HOXC6	3.8227579497833033	HOXC6	HGG-H3.1/2K27M-Pons	HOXC
ENST00000312492:HOXC5	0	HOXC5	HGG-H3.1/2K27M-Pons	HOXC
ENST00000609810:HOXC4	26.759305648483124	HOXC4	HGG-H3.1/2K27M-Pons	HOXC
ENST00000239174:HOXB1	0	HOXB1	HGG-H3.1/2K27M-Pons	HOXB
ENST00000330070:HOXB2	579.1478293921705	HOXB2	HGG-H3.1/2K27M-Pons	HOXB
ENST00000470495:HOXB3	191.13789748916517	HOXB3	HGG-H3.1/2K27M-Pons	HOXB
ENST00000332503:HOXB4	11.46827384934991	HOXB4	HGG-H3.1/2K27M-Pons	HOXB
ENST00000239151:HOXB5	0	HOXB5	HGG-H3.1/2K27M-Pons	HOXB
ENST00000484302:HOXB6	0	HOXB6	HGG-H3.1/2K27M-Pons	HOXB
ENST00000239165:HOXB7	11.46827384934991	HOXB7	HGG-H3.1/2K27M-Pons	HOXB
ENST00000239144:HOXB8	0	HOXB8	HGG-H3.1/2K27M-Pons	HOXB
ENST00000311177:HOXB9	0	HOXB9	HGG-H3.1/2K27M-Pons	HOXB
ENST00000290295:HOXB13	0	HOXB13	HGG-H3.1/2K27M-Pons	HOXB
ENST00000392539:HOXD13	0	HOXD13	HGG-H3.3K27M-Pons	HOXD
ENST00000406506:HOXD12	0	HOXD12	HGG-H3.3K27M-Pons	HOXD
ENST00000249504:HOXD11	0	HOXD11	HGG-H3.3K27M-Pons	HOXD
ENST00000249501:HOXD10	0	HOXD10	HGG-H3.3K27M-Pons	HOXD
ENST00000249499:HOXD9	0	HOXD9	HGG-H3.3K27M-Pons	HOXD
ENST00000313173:HOXD8	1.206734800265135	HOXD8	HGG-H3.3K27M-Pons	HOXD
ENST00000468418:HOXD3	276.34226926071597	HOXD3	HGG-H3.3K27M-Pons	HOXD
ENST00000306324:HOXD4	87.48827301922229	HOXD4	HGG-H3.3K27M-Pons	HOXD
ENST00000331462:HOXD1	60.94010741338932	HOXD1	HGG-H3.3K27M-Pons	HOXD
ENST00000343060:HOXA1	7.240408801590811	HOXA1	HGG-H3.3K27M-Pons	HOXA
ENST00000222718:HOXA2	10.257245802253648	HOXA2	HGG-H3.3K27M-Pons	HOXA
ENST00000396352:HOXA3	29.56500260649581	HOXA3	HGG-H3.3K27M-Pons	HOXA
ENST00000360046:HOXA4	51.88959641140081	HOXA4	HGG-H3.3K27M-Pons	HOXA
ENST00000222726:HOXA5	55.50980081219622	HOXA5	HGG-H3.3K27M-Pons	HOXA
ENST00000521478:HOXA6	5.430306601193108	HOXA6	HGG-H3.3K27M-Pons	HOXA
ENST00000242159:HOXA7	0	HOXA7	HGG-H3.3K27M-Pons	HOXA
ENST00000343483:HOXA9	1.206734800265135	HOXA9	HGG-H3.3K27M-Pons	HOXA
ENST00000283921:HOXA10	0	HOXA10	HGG-H3.3K27M-Pons	HOXA
ENST00000006015:HOXA11	0	HOXA11	HGG-H3.3K27M-Pons	HOXA
ENST00000222753:HOXA13	0	HOXA13	HGG-H3.3K27M-Pons	HOXA
ENST00000508190:HOXC9	0	HOXC9	HGG-H3.3K27M-Pons	HOXC
ENST00000243056:HOXC13	0	HOXC13	HGG-H3.3K27M-Pons	HOXC
ENST00000243103:HOXC12	0	HOXC12	HGG-H3.3K27M-Pons	HOXC
ENST00000243082:HOXC11	0	HOXC11	HGG-H3.3K27M-Pons	HOXC
ENST00000303460:HOXC10	0	HOXC10	HGG-H3.3K27M-Pons	HOXC
ENST00000040584:HOXC8	0	HOXC8	HGG-H3.3K27M-Pons	HOXC
ENST00000394331:HOXC6	13.274082802916487	HOXC6	HGG-H3.3K27M-Pons	HOXC
ENST00000312492:HOXC5	18.101022003977025	HOXC5	HGG-H3.3K27M-Pons	HOXC
ENST00000609810:HOXC4	124.89705182744149	HOXC4	HGG-H3.3K27M-Pons	HOXC
ENST00000239174:HOXB1	0	HOXB1	HGG-H3.3K27M-Pons	HOXB
ENST00000330070:HOXB2	125.50041922757406	HOXB2	HGG-H3.3K27M-Pons	HOXB
ENST00000470495:HOXB3	97.14215142134337	HOXB3	HGG-H3.3K27M-Pons	HOXB
ENST00000332503:HOXB4	4.82693920106054	HOXB4	HGG-H3.3K27M-Pons	HOXB
ENST00000239151:HOXB5	26.548165605832974	HOXB5	HGG-H3.3K27M-Pons	HOXB
ENST00000484302:HOXB6	0	HOXB6	HGG-H3.3K27M-Pons	HOXB
ENST00000239165:HOXB7	0	HOXB7	HGG-H3.3K27M-Pons	HOXB
ENST00000239144:HOXB8	0	HOXB8	HGG-H3.3K27M-Pons	HOXB
ENST00000311177:HOXB9	0	HOXB9	HGG-H3.3K27M-Pons	HOXB
ENST00000290295:HOXB13	0	HOXB13	HGG-H3.3K27M-Pons	HOXB
ENST00000392539:HOXD13	0	HOXD13	HGG-H3.1/2K27M-Pons	HOXD
ENST00000406506:HOXD12	0	HOXD12	HGG-H3.1/2K27M-Pons	HOXD
ENST00000249504:HOXD11	0	HOXD11	HGG-H3.1/2K27M-Pons	HOXD
ENST00000249501:HOXD10	6.484167722330062	HOXD10	HGG-H3.1/2K27M-Pons	HOXD
ENST00000249499:HOXD9	18.155669622524172	HOXD9	HGG-H3.1/2K27M-Pons	HOXD
ENST00000313173:HOXD8	316.42738484970704	HOXD8	HGG-H3.1/2K27M-Pons	HOXD
ENST00000468418:HOXD3	365.0586427671825	HOXD3	HGG-H3.1/2K27M-Pons	HOXD
ENST00000306324:HOXD4	198.4155323032999	HOXD4	HGG-H3.1/2K27M-Pons	HOXD
ENST00000331462:HOXD1	51.873341778640494	HOXD1	HGG-H3.1/2K27M-Pons	HOXD
ENST00000343060:HOXA1	18.155669622524172	HOXA1	HGG-H3.1/2K27M-Pons	HOXA
ENST00000222718:HOXA2	167.2915272361156	HOXA2	HGG-H3.1/2K27M-Pons	HOXA
ENST00000396352:HOXA3	151.72952470252346	HOXA3	HGG-H3.1/2K27M-Pons	HOXA
ENST00000360046:HOXA4	25.936670889320247	HOXA4	HGG-H3.1/2K27M-Pons	HOXA
ENST00000222726:HOXA5	5.18733417786405	HOXA5	HGG-H3.1/2K27M-Pons	HOXA
ENST00000521478:HOXA6	0	HOXA6	HGG-H3.1/2K27M-Pons	HOXA
ENST00000242159:HOXA7	2.593667088932025	HOXA7	HGG-H3.1/2K27M-Pons	HOXA
ENST00000343483:HOXA9	0	HOXA9	HGG-H3.1/2K27M-Pons	HOXA
ENST00000283921:HOXA10	0	HOXA10	HGG-H3.1/2K27M-Pons	HOXA
ENST00000006015:HOXA11	0	HOXA11	HGG-H3.1/2K27M-Pons	HOXA
ENST00000222753:HOXA13	0	HOXA13	HGG-H3.1/2K27M-Pons	HOXA
ENST00000508190:HOXC9	0	HOXC9	HGG-H3.1/2K27M-Pons	HOXC
ENST00000243056:HOXC13	0	HOXC13	HGG-H3.1/2K27M-Pons	HOXC
ENST00000243103:HOXC12	0	HOXC12	HGG-H3.1/2K27M-Pons	HOXC
ENST00000243082:HOXC11	0	HOXC11	HGG-H3.1/2K27M-Pons	HOXC
ENST00000303460:HOXC10	0	HOXC10	HGG-H3.1/2K27M-Pons	HOXC
ENST00000040584:HOXC8	0	HOXC8	HGG-H3.1/2K27M-Pons	HOXC
ENST00000394331:HOXC6	0	HOXC6	HGG-H3.1/2K27M-Pons	HOXC
ENST00000312492:HOXC5	1.2968335444660124	HOXC5	HGG-H3.1/2K27M-Pons	HOXC
ENST00000609810:HOXC4	52.5217585508735	HOXC4	HGG-H3.1/2K27M-Pons	HOXC
ENST00000239174:HOXB1	0	HOXB1	HGG-H3.1/2K27M-Pons	HOXB
ENST00000330070:HOXB2	250.2888740819404	HOXB2	HGG-H3.1/2K27M-Pons	HOXB
ENST00000470495:HOXB3	315.130551305241	HOXB3	HGG-H3.1/2K27M-Pons	HOXB
ENST00000332503:HOXB4	20.7493367114562	HOXB4	HGG-H3.1/2K27M-Pons	HOXB
ENST00000239151:HOXB5	1.2968335444660124	HOXB5	HGG-H3.1/2K27M-Pons	HOXB
ENST00000484302:HOXB6	5.835750950097056	HOXB6	HGG-H3.1/2K27M-Pons	HOXB
ENST00000239165:HOXB7	10.3746683557281	HOXB7	HGG-H3.1/2K27M-Pons	HOXB
ENST00000239144:HOXB8	0	HOXB8	HGG-H3.1/2K27M-Pons	HOXB
ENST00000311177:HOXB9	0	HOXB9	HGG-H3.1/2K27M-Pons	HOXB
ENST00000290295:HOXB13	0	HOXB13	HGG-H3.1/2K27M-Pons	HOXB
ENST00000392539:HOXD13	0	HOXD13	HGG-H3.3K27M-Pons	HOXD
ENST00000406506:HOXD12	0	HOXD12	HGG-H3.3K27M-Pons	HOXD
ENST00000249504:HOXD11	1.1684884579893815	HOXD11	HGG-H3.3K27M-Pons	HOXD
ENST00000249501:HOXD10	23.95401338878232	HOXD10	HGG-H3.3K27M-Pons	HOXD
ENST00000249499:HOXD9	28.043722991745156	HOXD9	HGG-H3.3K27M-Pons	HOXD
ENST00000313173:HOXD8	15.19034995386196	HOXD8	HGG-H3.3K27M-Pons	HOXD
ENST00000468418:HOXD3	33.301921052697374	HOXD3	HGG-H3.3K27M-Pons	HOXD
ENST00000306324:HOXD4	12.269128808888507	HOXD4	HGG-H3.3K27M-Pons	HOXD
ENST00000331462:HOXD1	3.5054653739681445	HOXD1	HGG-H3.3K27M-Pons	HOXD
ENST00000343060:HOXA1	8.17941920592567	HOXA1	HGG-H3.3K27M-Pons	HOXA
ENST00000222718:HOXA2	580.154519391728	HOXA2	HGG-H3.3K27M-Pons	HOXA
ENST00000396352:HOXA3	141.97134764570987	HOXA3	HGG-H3.3K27M-Pons	HOXA
ENST00000360046:HOXA4	3.5054653739681445	HOXA4	HGG-H3.3K27M-Pons	HOXA
ENST00000222726:HOXA5	2.336976915978763	HOXA5	HGG-H3.3K27M-Pons	HOXA
ENST00000521478:HOXA6	0	HOXA6	HGG-H3.3K27M-Pons	HOXA
ENST00000242159:HOXA7	4.673953831957526	HOXA7	HGG-H3.3K27M-Pons	HOXA
ENST00000343483:HOXA9	12.853373037883197	HOXA9	HGG-H3.3K27M-Pons	HOXA
ENST00000283921:HOXA10	9.347907663915052	HOXA10	HGG-H3.3K27M-Pons	HOXA
ENST00000006015:HOXA11	1.1684884579893815	HOXA11	HGG-H3.3K27M-Pons	HOXA
ENST00000222753:HOXA13	3.5054653739681445	HOXA13	HGG-H3.3K27M-Pons	HOXA
ENST00000508190:HOXC9	0	HOXC9	HGG-H3.3K27M-Pons	HOXC
ENST00000243056:HOXC13	0	HOXC13	HGG-H3.3K27M-Pons	HOXC
ENST00000243103:HOXC12	0	HOXC12	HGG-H3.3K27M-Pons	HOXC
ENST00000243082:HOXC11	0	HOXC11	HGG-H3.3K27M-Pons	HOXC
ENST00000303460:HOXC10	0	HOXC10	HGG-H3.3K27M-Pons	HOXC
ENST00000040584:HOXC8	0	HOXC8	HGG-H3.3K27M-Pons	HOXC
ENST00000394331:HOXC6	0	HOXC6	HGG-H3.3K27M-Pons	HOXC
ENST00000312492:HOXC5	1.1684884579893815	HOXC5	HGG-H3.3K27M-Pons	HOXC
ENST00000609810:HOXC4	10.516396121904434	HOXC4	HGG-H3.3K27M-Pons	HOXC
ENST00000239174:HOXB1	1.1684884579893815	HOXB1	HGG-H3.3K27M-Pons	HOXB
ENST00000330070:HOXB2	314.32339519914365	HOXB2	HGG-H3.3K27M-Pons	HOXB
ENST00000470495:HOXB3	136.12890535576295	HOXB3	HGG-H3.3K27M-Pons	HOXB
ENST00000332503:HOXB4	10.516396121904434	HOXB4	HGG-H3.3K27M-Pons	HOXB
ENST00000239151:HOXB5	1.1684884579893815	HOXB5	HGG-H3.3K27M-Pons	HOXB
ENST00000484302:HOXB6	2.9212211449734538	HOXB6	HGG-H3.3K27M-Pons	HOXB
ENST00000239165:HOXB7	12.853373037883197	HOXB7	HGG-H3.3K27M-Pons	HOXB
ENST00000239144:HOXB8	1.1684884579893815	HOXB8	HGG-H3.3K27M-Pons	HOXB
ENST00000311177:HOXB9	0	HOXB9	HGG-H3.3K27M-Pons	HOXB
ENST00000290295:HOXB13	0	HOXB13	HGG-H3.3K27M-Pons	HOXB
ENST00000392539:HOXD13	2.137087865809907	HOXD13	HGG-H3.1/2K27M-Pons	HOXD
ENST00000406506:HOXD12	0	HOXD12	HGG-H3.1/2K27M-Pons	HOXD
ENST00000249504:HOXD11	2.137087865809907	HOXD11	HGG-H3.1/2K27M-Pons	HOXD
ENST00000249501:HOXD10	10.685439329049535	HOXD10	HGG-H3.1/2K27M-Pons	HOXD
ENST00000249499:HOXD9	114.33420082083003	HOXD9	HGG-H3.1/2K27M-Pons	HOXD
ENST00000313173:HOXD8	525.7236149892371	HOXD8	HGG-H3.1/2K27M-Pons	HOXD
ENST00000468418:HOXD3	1454.2882926836419	HOXD3	HGG-H3.1/2K27M-Pons	HOXD
ENST00000306324:HOXD4	505.42128026404305	HOXD4	HGG-H3.1/2K27M-Pons	HOXD
ENST00000331462:HOXD1	586.6306191648196	HOXD1	HGG-H3.1/2K27M-Pons	HOXD
ENST00000343060:HOXA1	25.645054389718887	HOXA1	HGG-H3.1/2K27M-Pons	HOXA
ENST00000222718:HOXA2	241.49092883651952	HOXA2	HGG-H3.1/2K27M-Pons	HOXA
ENST00000396352:HOXA3	677.4568534617406	HOXA3	HGG-H3.1/2K27M-Pons	HOXA
ENST00000360046:HOXA4	92.96332216273096	HOXA4	HGG-H3.1/2K27M-Pons	HOXA
ENST00000222726:HOXA5	8.548351463239628	HOXA5	HGG-H3.1/2K27M-Pons	HOXA
ENST00000521478:HOXA6	0	HOXA6	HGG-H3.1/2K27M-Pons	HOXA
ENST00000242159:HOXA7	0	HOXA7	HGG-H3.1/2K27M-Pons	HOXA
ENST00000343483:HOXA9	6.411263597429722	HOXA9	HGG-H3.1/2K27M-Pons	HOXA
ENST00000283921:HOXA10	0	HOXA10	HGG-H3.1/2K27M-Pons	HOXA
ENST00000006015:HOXA11	0	HOXA11	HGG-H3.1/2K27M-Pons	HOXA
ENST00000222753:HOXA13	0	HOXA13	HGG-H3.1/2K27M-Pons	HOXA
ENST00000508190:HOXC9	0	HOXC9	HGG-H3.1/2K27M-Pons	HOXC
ENST00000243056:HOXC13	0	HOXC13	HGG-H3.1/2K27M-Pons	HOXC
ENST00000243103:HOXC12	0	HOXC12	HGG-H3.1/2K27M-Pons	HOXC
ENST00000243082:HOXC11	0	HOXC11	HGG-H3.1/2K27M-Pons	HOXC
ENST00000303460:HOXC10	2.137087865809907	HOXC10	HGG-H3.1/2K27M-Pons	HOXC
ENST00000040584:HOXC8	0	HOXC8	HGG-H3.1/2K27M-Pons	HOXC
ENST00000394331:HOXC6	2.137087865809907	HOXC6	HGG-H3.1/2K27M-Pons	HOXC
ENST00000312492:HOXC5	2.137087865809907	HOXC5	HGG-H3.1/2K27M-Pons	HOXC
ENST00000609810:HOXC4	40.604669450388236	HOXC4	HGG-H3.1/2K27M-Pons	HOXC
ENST00000239174:HOXB1	0	HOXB1	HGG-H3.1/2K27M-Pons	HOXB
ENST00000330070:HOXB2	762.9403680941368	HOXB2	HGG-H3.1/2K27M-Pons	HOXB
ENST00000470495:HOXB3	288.50686188433747	HOXB3	HGG-H3.1/2K27M-Pons	HOXB
ENST00000332503:HOXB4	19.233790792289163	HOXB4	HGG-H3.1/2K27M-Pons	HOXB
ENST00000239151:HOXB5	8.548351463239628	HOXB5	HGG-H3.1/2K27M-Pons	HOXB
ENST00000484302:HOXB6	4.274175731619814	HOXB6	HGG-H3.1/2K27M-Pons	HOXB
ENST00000239165:HOXB7	2.137087865809907	HOXB7	HGG-H3.1/2K27M-Pons	HOXB
ENST00000239144:HOXB8	0	HOXB8	HGG-H3.1/2K27M-Pons	HOXB
ENST00000311177:HOXB9	0	HOXB9	HGG-H3.1/2K27M-Pons	HOXB
ENST00000290295:HOXB13	0	HOXB13	HGG-H3.1/2K27M-Pons	HOXB
ENST00000392539:HOXD13	13.404768128035242	HOXD13	HGG-H3.1/2K27M-Pons	HOXD
ENST00000406506:HOXD12	0	HOXD12	HGG-H3.1/2K27M-Pons	HOXD
ENST00000249504:HOXD11	0	HOXD11	HGG-H3.1/2K27M-Pons	HOXD
ENST00000249501:HOXD10	0	HOXD10	HGG-H3.1/2K27M-Pons	HOXD
ENST00000249499:HOXD9	11.729172112030836	HOXD9	HGG-H3.1/2K27M-Pons	HOXD
ENST00000313173:HOXD8	63.6726486081674	HOXD8	HGG-H3.1/2K27M-Pons	HOXD
ENST00000468418:HOXD3	223.9713341392555	HOXD3	HGG-H3.1/2K27M-Pons	HOXD
ENST00000306324:HOXD4	108.91374104028634	HOXD4	HGG-H3.1/2K27M-Pons	HOXD
ENST00000331462:HOXD1	57.52879654948458	HOXD1	HGG-H3.1/2K27M-Pons	HOXD
ENST00000343060:HOXA1	7.819448074687225	HOXA1	HGG-H3.1/2K27M-Pons	HOXA
ENST00000222718:HOXA2	167.00106959510572	HOXA2	HGG-H3.1/2K27M-Pons	HOXA
