ENSID	symbol	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	HOX
ENSG00000201793	RN7SKP9	8219.23953899682	2.16456744217484	0.497112867733535	4.35427763526554	1.33506419112181e-5	0.00437377500103201	FALSE
ENSG00000072694	FCGR2B	294.253745895859	-2.98744894953078	0.687458718614073	-4.34564122708854	1.38869389330912e-5	0.00441948525131597	FALSE
ENSG00000254894	NAV2-AS1	580.486553534311	-1.3538749122825	0.312091293154802	-4.33807332013891	1.43737207704382e-5	0.00453124767231098	FALSE
ENSG00000141837	CACNA1A	2531.54500801151	-1.89752364599862	0.437997628396467	-4.33226922471147	1.47580320996119e-5	0.00460891963215543	FALSE
ENSG00000100314	CABP7	703.037640739499	-1.59539321805869	0.3687206190382	-4.32683483288848	1.51267302431487e-5	0.00468032238708387	FALSE
ENSG00000171094	ALK	1129.90080130583	-1.92902303904551	0.448156240105363	-4.30435385345074	1.67473803196927e-5	0.00508754964329866	FALSE
ENSG00000150457	LATS2	741.265387904238	-1.20596107173669	0.280544211817792	-4.29864891498789	1.71842426266186e-5	0.00512704153224184	FALSE
ENSG00000223255	RN7SKP274	8827.79538082657	2.56640648715997	0.598915929397075	4.2850863722118	1.82668206814118e-5	0.00540180601672617	FALSE
ENSG00000240583	AQP1	20833.8288155556	-2.42640962660652	0.568173734052579	-4.27054170438294	1.94998751375768e-5	0.00566615502258493	FALSE
ENSG00000165507	C10orf10	2994.19231850717	-2.07091104617389	0.485622032514695	-4.26445034927698	2.00394897560792e-5	0.00574658261818709	FALSE
ENSG00000110324	IL10RA	789.791237527423	-1.52891380193753	0.358841647043548	-4.26069218702473	2.03794750884457e-5	0.00577119101318222	FALSE
ENSG00000074416	MGLL	3482.88790871368	-1.59552652258842	0.374962163596248	-4.25516672745267	2.08893297916402e-5	0.00586586423796174	FALSE
ENSG00000244682	FCGR2C	397.672674352811	-2.40754956312422	0.567364785401397	-4.24338913001259	2.2016917129376e-5	0.00613097752329358	FALSE
ENSG00000122644	ARL4A	1770.94361351654	1.86275341992418	0.442796702662107	4.20679153373376	2.59021873177933e-5	0.00681533457804236	FALSE
ENSG00000236276	NDP-AS1	181.948689444308	-1.92216307523674	0.456591252121068	-4.20981143705106	2.55583908992377e-5	0.00681533457804236	FALSE
ENSG00000229657	RP11-494K3.2	139.88225597944	-2.32560351142725	0.553796926122712	-4.19937959516939	2.67647305245801e-5	0.00698726746257319	FALSE
ENSG00000105642	KCNN1	223.451901199929	-2.47602427239847	0.590517541481071	-4.19297327931763	2.75321884169229e-5	0.00713190393906895	FALSE
ENSG00000250424	AQP1	7401.6441551736	-2.34740317177243	0.561061169920666	-4.1838631821631	2.86596636995946e-5	0.00726407862954525	FALSE
ENSG00000175318	GRAMD2	494.546985661502	-2.22768432030757	0.533667201691343	-4.17429497868222	2.98910261199005e-5	0.00751006412648569	FALSE
ENSG00000143867	OSR1	1097.6226812299	-1.80093499246645	0.432966758554652	-4.15952254274301	3.1891354591726e-5	0.0077925109376368	FALSE
ENSG00000135094	SDS	166.464168649498	-2.20685376823693	0.530590551670659	-4.15924060707123	3.19307407864879e-5	0.0077925109376368	FALSE
ENSG00000125247	TMTC4	1935.54874596795	-2.15589011258302	0.518559990458314	-4.15745555432766	3.21811859406835e-5	0.0077925109376368	FALSE
ENSG00000160223	ICOSLG	769.650751678333	-2.11484514412661	0.508573013449438	-4.1583904143527	3.20497920567101e-5	0.0077925109376368	FALSE
ENSG00000092529	CAPN3	599.811002727881	-1.42857250737068	0.34448748793645	-4.14695034623207	3.36933096278483e-5	0.00797519725197877	FALSE
ENSG00000235597	LINC01102	166.460242527886	1.57360483918292	0.381034201093833	4.12982570768078	3.63038350364731e-5	0.00830910240807387	FALSE
ENSG00000065534	MYLK	3187.80436280833	-1.79167575908183	0.434769092976279	-4.12098235138251	3.77260328013879e-5	0.00840107617692173	FALSE
ENSG00000258461	RP11-164J13.1	561.075432054032	-1.37174621137159	0.332871191816797	-4.12095202316746	3.77310000054395e-5	0.00840107617692173	FALSE
ENSG00000131095	GFAP	459499.484437989	-2.03712918331603	0.494503878946304	-4.11954136266186	3.79627275172128e-5	0.00840107617692173	FALSE
ENSG00000064666	CNN2	798.568559780617	-2.33078393960167	0.568914248436642	-4.09689851503384	4.18722356426195e-5	0.00908573133918033	FALSE
ENSG00000159307	SCUBE1	527.452854392562	-4.14688157840765	1.01191963225074	-4.09803451404932	4.1667316271724e-5	0.00908573133918033	FALSE
ENSG00000204655	MOG	1169.31575326254	-3.15356803737012	0.770263729270785	-4.0941406397983	4.23737059713454e-5	0.00913522424992566	FALSE
ENSG00000148600	CDHR1	604.890660970592	-1.62304552103429	0.396965432012935	-4.08863188112916	4.33924824458083e-5	0.00923568912999445	FALSE
ENSG00000163827	LRRC2	349.764660283814	-3.26304965938381	0.798382986893397	-4.08707313776904	4.36849435511239e-5	0.00923908907407821	FALSE
ENSG00000246022	ALDH1L1-AS2	287.206289596605	-2.28037059011226	0.559247155185912	-4.07757208770098	4.55084225520973e-5	0.00956421036478542	FALSE
ENSG00000186281	GPAT2	392.143106898276	-1.94706340060346	0.479191637907437	-4.0632249116575	4.83993535748093e-5	0.0101082049940989	FALSE
ENSG00000124610	HIST1H1A	113.704583857319	2.88378454328529	0.711921352977946	4.05070662822867	5.10631956855078e-5	0.0104044374818715	FALSE
ENSG00000128335	APOL2	1954.99065485486	-1.41162010295485	0.348405680324754	-4.05165639561061	5.08563142657218e-5	0.0104044374818715	FALSE
ENSG00000168303	MPLKIP	961.281671640245	0.954992210472363	0.237008266955162	4.02936244689318	5.59283302724328e-5	0.0111910244573869	FALSE
ENSG00000197705	KLHL14	100.591920190288	1.80869424480957	0.449057210296247	4.02775905461213	5.6311007366033e-5	0.0112005275127581	FALSE
ENSG00000122679	RAMP3	186.631431863984	-2.58325677141259	0.641716941685496	-4.02553930495829	5.68448840808836e-5	0.0112398144760166	FALSE
ENSG00000223803	RPS20P14	315.95395482192	2.36608185322727	0.589986619740412	4.01039917526998	6.06161810573301e-5	0.0117083832729002	FALSE
ENSG00000202058	RN7SKP80	71999.2547729203	1.83971488889888	0.458731450057592	4.0104398524843	6.06057383937771e-5	0.0117083832729002	FALSE
ENSG00000166833	NAV2	10484.5665346477	-1.3865902859415	0.345949301696891	-4.00807366611303	6.12160272463895e-5	0.0117562917612951	FALSE
ENSG00000182463	TSHZ2	1207.06071762752	-2.25289298624619	0.562293193837906	-4.00661614071686	6.15948445401609e-5	0.0117614475723087	FALSE
ENSG00000134107	BHLHE40	3423.3818194754	-1.62433652279239	0.405726316096591	-4.00352764498935	6.24049050128613e-5	0.0117911490873868	FALSE
ENSG00000107957	SH3PXD2A	3606.63914667122	-1.54661678719733	0.386332218558458	-4.0033336928727	6.24561104999838e-5	0.0117911490873868	FALSE
ENSG00000163364	LINC01116	139.448688406804	-6.28852451970023	1.57190452086346	-4.00057664841238	6.31883155702844e-5	0.0118623637814417	FALSE
ENSG00000172985	SH3RF3	2187.53055650349	-1.42076518759395	0.356200325574499	-3.98866897525279	6.64450649717648e-5	0.0123322683487171	FALSE
ENSG00000201901	RN7SKP48	5874.25486432336	4.10311110757284	1.02901662977435	3.98740991044296	6.6798556712886e-5	0.0123322683487171	FALSE
ENSG00000165659	DACH1	443.207158979323	-2.33991236797252	0.587652513965169	-3.98179589530558	6.83965034095586e-5	0.0124892762728623	FALSE
ENSG00000151929	BAG3	4109.2911162101	-2.30119529954653	0.578937864807815	-3.97485712963418	7.04215174870476e-5	0.0126516420878881	FALSE
ENSG00000155886	SLC24A2	2332.24648712268	-2.293432244391	0.577821176638856	-3.96910382850924	7.21434438483823e-5	0.0128231134023274	FALSE
ENSG00000152377	SPOCK1	4144.56707932696	-2.10015542362855	0.530843546526985	-3.95626062965012	7.61320991172804e-5	0.0131135578562012	FALSE
ENSG00000201098	RNY1	590.034936320988	1.87672680618293	0.47410833899959	3.95843450073667	7.54426232437856e-5	0.0131135578562012	FALSE
ENSG00000156925	ZIC3	289.493596787322	2.56531959115773	0.647660512624873	3.96090164700773	7.46672849615019e-5	0.0131135578562012	FALSE
ENSG00000161714	PLCD3	3804.98241684536	-1.569309938729	0.396599178040468	-3.95691677043484	7.59233689201184e-5	0.0131135578562012	FALSE
ENSG00000183598	HIST2H3D	551.014989960281	1.95948005194095	0.496947204512423	3.94303466072112	8.04570220187223e-5	0.0131791757244001	FALSE
ENSG00000122176	FMOD	131.887638564667	-2.1877290510019	0.55389934064949	-3.94968704681364	7.82534396042422e-5	0.0131791757244001	FALSE
ENSG00000215018	COL28A1	1453.59595787877	-2.48056914317337	0.628852318936573	-3.94459727423469	7.99342014930517e-5	0.0131791757244001	FALSE
ENSG00000165868	HSPA12A	2855.67938374622	-1.84010269224452	0.466061526274736	-3.94819694076144	7.87420162765688e-5	0.0131791757244001	FALSE
ENSG00000100711	ZFYVE21	1420.0900480679	-1.12692338221409	0.285695393209115	-3.9444926624674	7.99691020390093e-5	0.0131791757244001	FALSE
ENSG00000196169	KIF19	981.042664815289	-2.08047834573845	0.526458984336382	-3.95183368056859	7.75546363715551e-5	0.0131791757244001	FALSE
ENSG00000271774	RP4-678D15.1	164.589539708522	-2.23099524790196	0.565788388656842	-3.94316195353222	8.04143116448663e-5	0.0131791757244001	FALSE
ENSG00000168077	SCARA3	8089.61208034782	-1.40882757767241	0.357790175395629	-3.93758038804333	8.23073622253568e-5	0.0134165015420611	FALSE
ENSG00000185100	ADSSL1	333.981222191004	-1.97023621880371	0.501849619258294	-3.9259494143198	8.63883109525545e-5	0.0138786144172623	FALSE
ENSG00000167123	CERCAM	1936.02281916373	-1.92915271211604	0.491952754563949	-3.9214186610785	8.80291639535267e-5	0.0140075359174812	FALSE
ENSG00000066468	FGFR2	4173.39894479716	-1.50303763111139	0.383953400923778	-3.91463554560304	9.05408637991564e-5	0.014338926562619	FALSE
ENSG00000152137	HSPB8	3750.0806967028702	-2.69202537864148	0.68826452020818	-3.91132377102224	9.17916217599961e-5	0.0144618647033045	FALSE
ENSG00000255680	RP11-732A19.9	390.304548920555	-1.22472886507055	0.313617762761796	-3.90516421737494	9.41614210116732e-5	0.0147032618903087	FALSE
ENSG00000167992	VWCE	327.772461913329	-2.19126656226022	0.561524393338852	-3.90235328732709	9.52619795603083e-5	0.0148059270185454	FALSE
ENSG00000113231	PDE8B	3348.87301884455	-1.70954697830996	0.438534174864319	-3.89832098909711	9.68619659983303e-5	0.0149158500267291	FALSE
ENSG00000229776	C4B-AS1	1297.60765901675	-1.78808443590006	0.459327972255291	-3.89282722565447	9.90827193126548e-5	0.015187835543815	FALSE
ENSG00000248905	FMN1	644.893311999429	-1.62709567869399	0.419952192879511	-3.87447834844578	1.06853342561704e-4	0.0163041611645748	FALSE
ENSG00000166682	TMPRSS5	522.318511859469	-1.43201967287781	0.369831228156818	-3.8720896556377302	1.07906243390613e-4	0.0163899774051852	FALSE
ENSG00000182541	LIMK2	2516.58445711543	-1.4542016063526	0.375735847156638	-3.87027646512091	1.08711998601433e-4	0.0164376477161334	FALSE
ENSG00000090339	ICAM1	764.404286714231	-2.66641624167771	0.68998316757969	-3.86446563766318	1.11332661020446e-4	0.0166829246666334	FALSE
ENSG00000248485	PCP4L1	252.55634091219	-2.45544727295478	0.636211780242078	-3.85948099235208	1.13628094346414e-4	0.016950876788749	FALSE
ENSG00000261786	RP4-555D20.2	2247.05515526242	-2.24357838495241	0.581912192238667	-3.85552737144271	1.15480408136164e-4	0.0171506369701246	FALSE
ENSG00000167588	GPD1	1072.29253173777	-3.21854583456645	0.835102958290785	-3.85407068986307	1.16170030125166e-4	0.0171767156047016	FALSE
ENSG00000139117	CPNE8	638.939824878997	2.08211740675225	0.542235476846948	3.83987676140187	1.23096086855179e-4	0.0180411352559328	FALSE
ENSG00000124762	CDKN1A	2485.54147820914	-2.02218670928669	0.527293286214542	-3.83503215791735	1.25547867087674e-4	0.0180832220974211	FALSE
ENSG00000130055	GDPD2	599.390292786121	1.30101963864194	0.339922045608725	3.82740588746486	1.29500873468042e-4	0.018414473139609	FALSE
ENSG00000060558	GNA15	214.562734436005	-1.78808861896853	0.467667611067802	-3.82341769378872	1.31614539072783e-4	0.0185570946736545	FALSE
ENSG00000250240	CTD-2154I11.2	859.29447730639	-1.42753115388272	0.373833497491843	-3.81862824883388	1.34195813343508e-4	0.0186070012393637	FALSE
ENSG00000268549	RP11-295P9.8	198.649152513628	-1.85284007055649	0.485210290282866	-3.81863309097655	1.34193179745034e-4	0.0186070012393637	FALSE
ENSG00000233639	LINC01158	529.946475761028	1.44280804374138	0.378130851532524	3.81563164680648	1.35835011959559e-4	0.018679270615805	FALSE
ENSG00000244694	PTCHD4	160.052430193172	-2.66231699453323	0.698827892577646	-3.80968908483776	1.39141658875467e-4	0.0190555642335352	FALSE
ENSG00000198915	RASGEF1A	512.036023393749	-1.93792594247015	0.509443866161703	-3.80400289647423	1.42376513681475e-4	0.019418994208898602	FALSE
ENSG00000141526	SLC16A3	1311.09994885554	-1.77609802119392	0.467264122607337	-3.80105797826565	1.44079581067802e-4	0.0195713954510637	FALSE
ENSG00000204248	COL11A2	3297.97665486106	-3.04319527251985	0.802237173793078	-3.79338601093644	1.48606866313455e-4	0.0201046439057912	FALSE
ENSG00000113657	DPYSL3	23360.1918914676	-1.25937895620001	0.332568166528621	-3.78682953737134	1.52581697533619e-4	0.0205591532450944	FALSE
ENSG00000151208	DLG5	7077.68867180179	-1.11748137401424	0.295270724483891	-3.78459928923704	1.53956434932213e-4	0.0206610772276901	FALSE
ENSG00000144791	LIMD1	4128.83104469176	-1.57696067252696	0.417471848369321	-3.77740601836195	1.58470274090748e-4	0.0210973811913005	FALSE
ENSG00000168824	NSG1	1188.34198172578	-1.93076897853047	0.511884167240266	-3.77188649717352	1.62017956942652e-4	0.021420154022695	FALSE
ENSG00000151136	BTBD11	889.605963589147	-2.64003004739766	0.699968340161109	-3.77164208139758	1.62176770641065e-4	0.021420154022695	FALSE
ENSG00000255443	RP1-68D18.4	906.378475154899	-1.86027240041505	0.493462994635614	-3.76983161987398	1.63357720797107e-4	0.0214911873943154	FALSE
ENSG00000235865	GSN-AS1	666.054944666998	-1.33224521275719	0.354150609924899	-3.7618040896208	1.68692162209245e-4	0.0221059501662122	FALSE
ENSG00000077157	PPP1R12B	7168.19451527702	-1.18679055445964	0.316477262471695	-3.75000259162626	1.76832742818032e-4	0.0229923849572271	FALSE
ENSG00000132688	NES	25133.5007025414	1.52067987192137	0.405788746524215	3.74746684068192	1.78629442121181e-4	0.0230466464784609	FALSE
ENSG00000273112	RP11-25K21.6	359.093169186837	-1.78295678253293	0.476875032857256	-3.73883441087306	1.84875447003413e-4	0.0235793814391834	FALSE
ENSG00000227455	RP11-300M24.1	136.271772747457	2.84577603442406	0.761629335643547	3.73643175393118	1.86650076560309e-4	0.0236480468142001	FALSE
ENSG00000139364	TMEM132B	12920.4981428083	-1.89283160255344	0.506620749636798	-3.73619044208203	1.86829194366436e-4	0.0236480468142001	FALSE
ENSG00000198366	HIST1H3A	581.600264549763	1.81819133360217	0.486803891999634	3.73495644443931	1.87747678442364e-4	0.0236746280106793	FALSE
ENSG00000272068	RP11-284F21.9	101.651930511292	1.32244742100411	0.354211178434011	3.73349996138104	1.88837222813068e-4	0.0237224986372988	FALSE
ENSG00000262074	SNORD3B-2	5170.04510784668	2.46565681935806	0.66352553310764	3.71599387865315	2.0240648230301e-4	0.0251435502328528	FALSE
ENSG00000227165	WDR11-AS1	312.944953853845	-1.95362417348577	0.526950216982089	-3.70741696373981	2.09384038938358e-4	0.0258183654803106	FALSE
ENSG00000270066	SCARNA2	45599.8614432518	2.46029590326478	0.663842732606498	3.70614270883817	2.1043975369063e-4	0.0258265171896003	FALSE
ENSG00000204390	HSPA1L	5995.43630685815	-3.05905502451263	0.825550295367067	-3.70547384172696	2.10995905936105e-4	0.0258265171896003	FALSE
ENSG00000241287	XXbac-BPG254F23.6	205.782593116114	-2.07951428616909	0.562101098794421	-3.6995378422657	2.15992433803305e-4	0.0263416174013548	FALSE
ENSG00000223534	HLA-DQB1-AS1	160.890824711921	-2.00283407714189	0.541923976974197	-3.69578421003737	2.19209104242149e-4	0.0265401863309987	FALSE
ENSG00000247095	MIR210HG	179.536643253786	-2.08332514241658	0.563951580385146	-3.69415604969808	2.20618292654824e-4	0.0266143713622874	FALSE
ENSG00000047457	CP	5292.01229516546	-2.70072841229815	0.731473785562044	-3.69217389003624	2.22345350402511e-4	0.0266304380969545	FALSE
ENSG00000196743	GM2A	2853.43307483926	-1.3586228266455	0.368296631676615	-3.68893633498784	2.25193556478517e-4	0.0268752424403076	FALSE
ENSG00000229932	YWHAZP3	176.759670645622	1.24738926483208	0.33907168334035	3.67883644114269	2.34300460501868e-4	0.0275682541835578	FALSE
ENSG00000112164	GLP1R	153.924304743499	-1.62692996125069	0.442656896592874	-3.67537470617347	2.37500577522222e-4	0.0276526804825177	FALSE
ENSG00000245532	NEAT1	62995.3163624477	-2.31936404174572	0.63102773521681	-3.67553423138973	2.37352211377567e-4	0.0276526804825177	FALSE
ENSG00000176046	NUPR1	816.723916577146	-1.73041754215587	0.470812835715811	-3.67538310531612	2.37492763744802e-4	0.0276526804825177	FALSE
ENSG00000129538	RNASE1	1214.32067158126	-1.77521403335894	0.483790394476673	-3.66938668817356	2.43133075651168e-4	0.0282101904720814	FALSE
ENSG00000232767	RP11-498B4.5	300.549496193338	-1.81829260675507	0.495989285558692	-3.66599170525814	2.46381911114626e-4	0.0284882281723402	FALSE
ENSG00000115353	TACR1	803.645273946539	-1.84750383964622	0.505145541215791	-3.65736938942313	2.54817030362567e-4	0.0287202284631708	FALSE
ENSG00000180834	MAP6D1	508.568850251284	-1.62900669692964	0.445430273316608	-3.65715308212056	2.55032083289757e-4	0.0287202284631708	FALSE
ENSG00000215218	UBE2QL1	351.627421754806	-1.57699658709513	0.431215010310032	-3.65710040093761	2.55084484739518e-4	0.0287202284631708	FALSE
ENSG00000124479	NDP	615.509144413988	-1.52590053396391	0.417311570567398	-3.65650185996334	2.55680556963819e-4	0.0287202284631708	FALSE
ENSG00000182667	NTM	3897.49794876567	-1.2489159338033	0.341090999606935	-3.66153294939625	2.50710609071052e-4	0.0287202284631708	FALSE
ENSG00000133943	C14orf159	1206.37335615421	-0.921426339298368	0.252117638447364	-3.65474762088389	2.57435093219406e-4	0.0287202284631708	FALSE
ENSG00000259279	CTD-2033D15.1	333.347576060103	-2.30485648570591	0.629665929028243	-3.66044338664309	2.51779181766514e-4	0.0287202284631708	FALSE
ENSG00000166426	CRABP1	614.693382053882	-4.04589683281829	1.1057153721473	-3.65907622769243	2.53126045590408e-4	0.0287202284631708	FALSE
ENSG00000160224	AIRE	114.55583297484	-2.27295857150409	0.621948780713837	-3.65457517079673	2.5760818064677e-4	0.0287202284631708	FALSE
ENSG00000137393	RNF144B	1077.60047535349	-1.4117522622069	0.38668571445066	-3.65090358771719	2.61319328779423e-4	0.0290107863471535	FALSE
ENSG00000115380	EFEMP1	3427.0025543856	-1.64775805469093	0.452041888580638	-3.64514461229403	2.67241484939044e-4	0.0293145636802454	FALSE
